t,model,average,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,type,architecture,weight_type,precision,merged,hub_license,params_b,hub_hearts,available_on_the_hub,model_sha,flagged,moe,date,fullname,url
🔶,RubielLabarta/LogoS-7Bx2-MoE-13B-v0.1,77.14,74.49,89.07,64.74,74.57,88.32,71.65,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,"",12,0,FALSE,1e4670ddb878fa696f2e6293a4db9d8657993fd8,TRUE,FALSE,2024-01-21T18:44:06Z,RubielLabarta/LogoS-7Bx2-MoE-13B-v0.1,https://huggingface.co/RubielLabarta/LogoS-7Bx2-MoE-13B-v0.1
🔶,yunconglong/DARE_TIES_13B,77.1,74.32,89.5,64.47,78.66,88.08,67.55,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,other,12,10,TRUE,74c6e4fbd272c9d897e8c93ee7de8a234f61900f,TRUE,FALSE,2024-01-30T04:51:50Z,yunconglong/DARE_TIES_13B,https://huggingface.co/yunconglong/DARE_TIES_13B
🔶,yunconglong/13B_MATH_DPO,77.08,74.66,89.51,64.53,78.63,88.08,67.1,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,other,12,1,TRUE,96c62ad90f2b82016a1cdbfe96cfa5c4bb278e21,TRUE,FALSE,2024-01-28T11:53:09Z,yunconglong/13B_MATH_DPO,https://huggingface.co/yunconglong/13B_MATH_DPO
🔶,TomGrc/FusionNet_34Bx2_MoE,77.07,72.95,86.22,77.05,71.31,83.98,70.89,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,mit,60,8,TRUE,c5575550053c84a401baf56174cb2e5d5bd9e79a,TRUE,FALSE,2024-01-22T03:18:24Z,TomGrc/FusionNet_34Bx2_MoE,https://huggingface.co/TomGrc/FusionNet_34Bx2_MoE
🔶,ConvexAI/Luminex-34B-v0.1,77.06,73.63,86.59,76.55,69.68,83.43,72.48,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,34,8,TRUE,d3efc551679d7ec00da14722d44151c948a48d25,TRUE,TRUE,2024-02-16T23:13:45Z,ConvexAI/Luminex-34B-v0.1,https://huggingface.co/ConvexAI/Luminex-34B-v0.1
🔶,yunconglong/MoE_13B_DPO,77.05,74.32,89.39,64.48,78.47,88,67.63,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,other,12,5,TRUE,d8d6a47f877fee3e638a158c2bd637c0013ed4e4,TRUE,FALSE,2024-01-28T06:50:23Z,yunconglong/MoE_13B_DPO,https://huggingface.co/yunconglong/MoE_13B_DPO
🔶,JaeyeonKang/CCK_Asura_v3.0,77.03,72.95,88.86,75.41,69.1,85.08,70.81,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",68,0,FALSE,06fd0e293aeb3b2722e3910daefcd185fad4558c,TRUE,TRUE,2024-02-19T00:05:32Z,JaeyeonKang/CCK_Asura_v3.0,https://huggingface.co/JaeyeonKang/CCK_Asura_v3.0
🔶,4season/alignment_model_test,76.97,78.24,89.68,68.08,80.88,86.5,58.45,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,FALSE,apache-2.0,21,0,TRUE,791a326ee0f6d5246962039803fd79b28608e54c,TRUE,TRUE,2024-03-16T11:32:40Z,4season/alignment_model_test,https://huggingface.co/4season/alignment_model_test
🔶,cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,76.95,73.21,86.11,75.44,72.78,82.95,71.19,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,4bit,TRUE,other,31,2,TRUE,331bb6bdba4140bbf0031bd37076f2c8a76d7dbb,TRUE,FALSE,2024-02-03T07:43:26Z,cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,https://huggingface.co/cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO
🔶,abhishek/autotrain-llama3-oh-sft-v0-2,76.89,68.34,85.65,79.73,60.29,83.43,83.93,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,70,1,TRUE,14e07850d3e1ee35f5788270ab514c2e3b3821bf,TRUE,TRUE,2024-04-25T19:28:21Z,abhishek/autotrain-llama3-oh-sft-v0-2,https://huggingface.co/abhishek/autotrain-llama3-oh-sft-v0-2
🔶,NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt,76.88,71.33,86.28,80.03,58.81,84.77,80.06,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,70,16,TRUE,60d97fcfb259f1e9ba57b9880b14a40590bb0350,TRUE,TRUE,2024-05-04T04:08:20Z,NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt,https://huggingface.co/NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt
🤝,automerger/YamshadowExperiment28-7B,76.86,73.29,89.25,64.38,78.53,85.24,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,19,TRUE,b8f628c51f138538afc4c3d0d7dbcbab523c3b7a,TRUE,TRUE,2024-04-01T12:59:47Z,automerger/YamshadowExperiment28-7B,https://huggingface.co/automerger/YamshadowExperiment28-7B
🤝,Kquant03/CognitiveFusion2-4x7B-BF16,76.86,73.38,89.18,64.32,78.12,84.93,71.27,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,24,3,TRUE,a6df0928520ffdeb7f041ee84a56f316c30ca913,TRUE,FALSE,2024-04-06T05:43:27Z,Kquant03/CognitiveFusion2-4x7B-BF16,https://huggingface.co/Kquant03/CognitiveFusion2-4x7B-BF16
🤝,alchemonaut/QuartetAnemoi-70B-t0.0001,76.86,73.38,88.9,75.42,69.53,85.32,68.61,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,FALSE,other,68,29,TRUE,392d963e63267650f2aea7dc26c60ee6fd2b26d4,TRUE,TRUE,2024-02-04T03:32:46Z,alchemonaut/QuartetAnemoi-70B-t0.0001,https://huggingface.co/alchemonaut/QuartetAnemoi-70B-t0.0001
🔶,SF-Foundation/TextBase-7B-v0.1,76.84,73.89,90.27,64.78,78.13,86.03,67.93,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,cc-by-nc-sa-4.0,7,5,TRUE,40ea1e766860c831152653358beb3b7991a37af7,TRUE,TRUE,2024-05-23T06:57:42Z,SF-Foundation/TextBase-7B-v0.1,https://huggingface.co/SF-Foundation/TextBase-7B-v0.1
🟩,liminerity/M7-7b,76.82,72.87,89.15,64.5,77.93,84.77,71.72,🟩 continuously pretrained,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,15,TRUE,23497a39fe5d290494fad49e5b8077f76440ad11,TRUE,TRUE,2024-03-10T03:08:41Z,liminerity/M7-7b,https://huggingface.co/liminerity/M7-7b
🤝,liminerity/Multiverse-Experiment-slerp-7b,76.82,72.87,89.15,64.5,77.93,84.77,71.72,🤝 base merges and moerges,MistralForCausalLM,Original,float16,TRUE,"",7,0,FALSE,2103c07a06ff4d6e7f4c031b98d4c1a455690436,TRUE,TRUE,2024-03-07T20:50:13Z,liminerity/Multiverse-Experiment-slerp-7b,https://huggingface.co/liminerity/Multiverse-Experiment-slerp-7b
🤝,allknowingroger/MultiverseEx26-7B-slerp,76.8,72.95,89.17,64.36,78.12,85.16,71.04,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,1,TRUE,43f18d84e025693f00e9be335bf12fce96089b2f,TRUE,TRUE,2024-04-10T18:45:37Z,allknowingroger/MultiverseEx26-7B-slerp,https://huggingface.co/allknowingroger/MultiverseEx26-7B-slerp
🔶,Kukedlc/NeuralSynthesis-7B-v0.1,76.8,73.04,89.18,64.37,78.15,85.24,70.81,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,3,TRUE,6cc3389eb2c1968e8b1355ee90135b9c769b4fa0,TRUE,TRUE,2024-04-06T04:05:27Z,Kukedlc/NeuralSynthesis-7B-v0.1,https://huggingface.co/Kukedlc/NeuralSynthesis-7B-v0.1
🤝,AurelPx/Percival_01-7b-slerp,76.79,73.21,89.16,64.42,77.97,85.08,70.89,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,3,TRUE,6d415ca49b7717b8e851ae3271f569e83d4de589,TRUE,TRUE,2024-03-22T17:15:40Z,AurelPx/Percival_01-7b-slerp,https://huggingface.co/AurelPx/Percival_01-7b-slerp
🤝,shyamieee/J4RVIZ-v6.0,76.78,73.29,89.15,64.41,77.87,85,70.96,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,cbbb7b37ac2318b473f059a32a508e89ad5c26e9,TRUE,TRUE,2024-05-07T09:12:01Z,shyamieee/J4RVIZ-v6.0,https://huggingface.co/shyamieee/J4RVIZ-v6.0
🤝,LewisDeBenoisIV/Jason1903_SLERP,76.77,73.12,89.13,64.43,78.13,85.08,70.74,🤝 base merges and moerges,MistralForCausalLM,Original,float16,TRUE,"",7,0,FALSE,ea187cf89f44197d9007798316a087bc63286227,TRUE,TRUE,2024-03-20T06:06:53Z,LewisDeBenoisIV/Jason1903_SLERP,https://huggingface.co/LewisDeBenoisIV/Jason1903_SLERP
🤝,automerger/Ognoexperiment27Multi_verse_model-7B,76.77,72.95,89.29,64.39,78.04,84.85,71.11,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,7eb7e390625ec0ca13a11c8977b9710d2316451f,TRUE,TRUE,2024-04-05T22:40:18Z,automerger/Ognoexperiment27Multi_verse_model-7B,https://huggingface.co/automerger/Ognoexperiment27Multi_verse_model-7B
🤝,Infinimol/miiqu-f16,76.77,72.87,88.97,75.99,69.37,85.56,67.85,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,FALSE,other,90,11,TRUE,395d6398cb2ab71621a43f5f5df8994de9c46175,TRUE,TRUE,2024-03-19T19:30:05Z,Infinimol/miiqu-f16,https://huggingface.co/Infinimol/miiqu-f16
🤝,shyamieee/B3E3-SLM-7b-v3.0,76.76,73.04,89.14,64.48,78.2,85,70.74,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,2eb74c7e22dde18a1f41c187ec4b24d02ec0cb01,TRUE,TRUE,2024-05-11T10:24:05Z,shyamieee/B3E3-SLM-7b-v3.0,https://huggingface.co/shyamieee/B3E3-SLM-7b-v3.0
🔶,Kukedlc/NeuralSynthesis-7b-v0.4-slerp,76.76,73.21,89.14,64.28,78.07,84.85,71.04,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,7dc00cb312bddce98224d5e07bd56db7f110ffa4,TRUE,TRUE,2024-04-13T15:56:21Z,Kukedlc/NeuralSynthesis-7b-v0.4-slerp,https://huggingface.co/Kukedlc/NeuralSynthesis-7b-v0.4-slerp
💬,BarraHome/Mistroll-7B-v2.2,76.76,72.78,89.16,64.35,78.1,85,71.19,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,TRUE,mit,7,10,TRUE,4869d62c238e828d6afdff2f22b928d41bae8578,TRUE,TRUE,2024-04-26T18:34:47Z,BarraHome/Mistroll-7B-v2.2,https://huggingface.co/BarraHome/Mistroll-7B-v2.2
🔶,JaeyeonKang/CCK_Asura_v1.1.0,76.75,73.21,88.55,75.43,69.55,85.32,68.46,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",68,0,FALSE,baf3e2cc3a8d18098199b3cee4bdf79f00935be1,TRUE,TRUE,2024-02-17T23:01:08Z,JaeyeonKang/CCK_Asura_v1.1.0,https://huggingface.co/JaeyeonKang/CCK_Asura_v1.1.0
🤝,nlpguy/T3QM7,76.75,73.12,89.14,64.48,77.96,85.08,70.74,🤝 base merges and moerges,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,0,TRUE,fa6bd0d1019345cddabd90127c6a8f524a0d7a67,TRUE,TRUE,2024-03-16T18:38:50Z,nlpguy/T3QM7,https://huggingface.co/nlpguy/T3QM7
🔶,ValiantLabs/Llama3-70B-Fireplace,76.75,70.65,85,78.97,59.77,82.48,83.62,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama3,70,3,TRUE,220079e4115733991eb19c30d5480db9696a665e,TRUE,TRUE,2024-05-09T19:44:54Z,ValiantLabs/Llama3-70B-Fireplace,https://huggingface.co/ValiantLabs/Llama3-70B-Fireplace
🔶,bardsai/jaskier-7b-dpo-v7.1,76.74,73.38,89.28,64.37,78.28,85.24,69.9,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,"",7,0,FALSE,305544e9edd98253540141e91653d308e9b135cc,TRUE,TRUE,2024-03-01T11:47:41Z,bardsai/jaskier-7b-dpo-v7.1,https://huggingface.co/bardsai/jaskier-7b-dpo-v7.1
🔶,yam-peleg/Experiment26-7B,76.74,73.38,89.15,64.32,78.24,84.93,70.43,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,78,TRUE,bbaef291e93a7f6c9f8cb76a4dbd8c3c054d3f3c,TRUE,TRUE,2024-02-27T21:34:40Z,yam-peleg/Experiment26-7B,https://huggingface.co/yam-peleg/Experiment26-7B
🤝,Undi95/Miqu-MS-70B,76.74,73.29,88.63,75.48,69.32,85.71,68.01,🤝 base merges and moerges,LlamaForCausalLM,Original,bfloat16,FALSE,cc-by-nc-4.0,68,7,TRUE,2aa17f8d8aadc2c8bf2aed438a6714fe3dbd9794,TRUE,TRUE,2024-04-01T21:39:43Z,Undi95/Miqu-MS-70B,https://huggingface.co/Undi95/Miqu-MS-70B
🟩,ammarali32/multi_verse_model,76.74,72.87,89.2,64.4,77.92,84.77,71.27,🟩 continuously pretrained,MistralForCausalLM,Original,bfloat16,TRUE,"",7,0,FALSE,e2aa6fdad0b28a6019b0fc7c178a3579c3d671e8,TRUE,TRUE,2024-03-07T07:39:34Z,ammarali32/multi_verse_model,https://huggingface.co/ammarali32/multi_verse_model
🔶,MTSAIR/multi_verse_model,76.74,72.87,89.2,64.4,77.92,84.77,71.27,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,33,TRUE,a4ca706d1bbc263b95e223a80ad68b0f125840b3,TRUE,TRUE,2024-03-29T15:21:34Z,MTSAIR/multi_verse_model,https://huggingface.co/MTSAIR/multi_verse_model
🔶,MiniMoog/Mergerix-7b-v0.3,76.73,72.87,89.14,64.44,78.01,84.93,71.04,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,680449fa566aa5fe1845c40b28eae05659c417f0,TRUE,TRUE,2024-04-02T20:56:41Z,MiniMoog/Mergerix-7b-v0.3,https://huggingface.co/MiniMoog/Mergerix-7b-v0.3
🤝,louisbrulenaudet/Maxine-7B-0401-stock,76.73,73.12,89.13,64.42,78.07,85,70.66,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,1,FALSE,a23c75b9b6d9c47bdd106af999f6a33c981e2bd6,TRUE,TRUE,2024-04-01T18:16:03Z,louisbrulenaudet/Maxine-7B-0401-stock,https://huggingface.co/louisbrulenaudet/Maxine-7B-0401-stock
🤝,automerger/Experiment27Pastiche-7B,76.73,73.04,89.08,64.2,79.31,85.4,69.37,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,f69af11ca954a3441cca023a9e1cb6bb8bf4eb66,TRUE,TRUE,2024-04-01T12:59:12Z,automerger/Experiment27Pastiche-7B,https://huggingface.co/automerger/Experiment27Pastiche-7B
🤝,cloudyu/Yi-34Bx2-MoE-60B,76.72,71.08,85.23,77.47,66.19,84.85,75.51,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,TRUE,other,60,64,TRUE,483359d70b3fef480cdaeb6d722a18626d34f0ce,FALSE,FALSE,2024-01-08T11:07:49Z,cloudyu/Yi-34Bx2-MoE-60B,https://huggingface.co/cloudyu/Yi-34Bx2-MoE-60B
🔶,MaziyarPanahi/MeliodasPercival_01_Experiment26T3q,76.72,73.04,89.17,64.48,78.28,84.93,70.43,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,0,TRUE,437c3830ec71b5f027cbe3bf1ce2b398f69e8406,TRUE,TRUE,2024-04-09T08:40:02Z,MaziyarPanahi/MeliodasPercival_01_Experiment26T3q,https://huggingface.co/MaziyarPanahi/MeliodasPercival_01_Experiment26T3q
🔶,nlpguy/T3QM7XP,76.71,73.04,89.12,64.45,78.06,85,70.58,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,0,TRUE,1da031f9fdf04ea93b04e0bba7672560ea9d6255,TRUE,TRUE,2024-03-22T16:32:59Z,nlpguy/T3QM7XP,https://huggingface.co/nlpguy/T3QM7XP
🤝,allknowingroger/MultiCalm-7B-slerp,76.71,73.04,89.12,64.22,78.03,85.24,70.58,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,1c23540e907fab4dfe0ef66edd0003e764bfe568,TRUE,TRUE,2024-05-19T19:18:31Z,allknowingroger/MultiCalm-7B-slerp,https://huggingface.co/allknowingroger/MultiCalm-7B-slerp
🔶,chihoonlee10/T3Q-Mistral-Orca-Math-DPO,76.7,72.95,89.23,64.42,78.41,84.93,70.28,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,5,TRUE,f136ec75c9fb7c86c071291ddf418089c8f43da0,TRUE,TRUE,2024-03-14T10:21:11Z,chihoonlee10/T3Q-Mistral-Orca-Math-DPO,https://huggingface.co/chihoonlee10/T3Q-Mistral-Orca-Math-DPO
🔶,Kukedlc/NeuralSynthesis-7B-v0.3,76.7,72.7,89.18,64.37,78.13,84.93,70.89,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,090fab29146f8e55066bce2f5f5859ab2d6027f4,TRUE,TRUE,2024-04-07T00:47:18Z,Kukedlc/NeuralSynthesis-7B-v0.3,https://huggingface.co/Kukedlc/NeuralSynthesis-7B-v0.3
🤝,AurelPx/Meliodas-7b-dare,76.69,72.87,89.11,64.43,78.02,84.77,70.96,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,1,TRUE,2bae3c13529794307f17d9bfca4e6881736909a4,TRUE,TRUE,2024-03-22T15:50:34Z,AurelPx/Meliodas-7b-dare,https://huggingface.co/AurelPx/Meliodas-7b-dare
🤝,PotatoB/Kinship-Exp-2,76.69,72.87,89.17,64.35,78.08,85.16,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,6105c937f28fc0ae0fac94970f6eabbca0a18b21,TRUE,TRUE,2024-05-31T08:45:18Z,PotatoB/Kinship-Exp-2,https://huggingface.co/PotatoB/Kinship-Exp-2
🤝,Gille/StrangeMerges_32-7B-slerp,76.68,72.95,89,64.52,77.94,85,70.66,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,2,TRUE,47f8a90a2c35e0affbba8bdaaf458e1aca3e3599,TRUE,TRUE,2024-03-07T01:17:29Z,Gille/StrangeMerges_32-7B-slerp,https://huggingface.co/Gille/StrangeMerges_32-7B-slerp
🤝,mahiatlinux/ShadowM7EXP-7B,76.68,73.12,89.15,64.37,78.06,85.08,70.28,🤝 base merges and moerges,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,0,TRUE,8ae43eeb4e5cd7567ceee11cded83161ac670961,TRUE,TRUE,2024-04-10T09:20:20Z,mahiatlinux/ShadowM7EXP-7B,https://huggingface.co/mahiatlinux/ShadowM7EXP-7B
🤝,allknowingroger/Multimerge-12B-MoE,76.68,73.04,89.14,64.39,77.98,84.93,70.58,🤝 base merges and moerges,MixtralForCausalLM,Original,float16,FALSE,apache-2.0,12,0,TRUE,8af3f2cae849dbef753ed17af3ecebf8c991fae8,TRUE,FALSE,2024-04-24T08:00:50Z,allknowingroger/Multimerge-12B-MoE,https://huggingface.co/allknowingroger/Multimerge-12B-MoE
🤝,Gille/StrangeMerges_31-7B-slerp,76.67,73.63,89.05,64.66,77.56,85.16,69.98,🤝 base merges and moerges,MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,0,TRUE,05c984ed1bf27cf00a6dfea05db32a97ca156043,TRUE,TRUE,2024-05-23T09:32:32Z,Gille/StrangeMerges_31-7B-slerp,https://huggingface.co/Gille/StrangeMerges_31-7B-slerp
🤝,allknowingroger/CalmExperiment-7B-slerp,76.67,73.38,89.09,64.35,77.93,85.16,70.13,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,1c1ea1f8fd123ba5cba970a1cfce97ed57542fd4,TRUE,TRUE,2024-04-10T18:20:36Z,allknowingroger/CalmExperiment-7B-slerp,https://huggingface.co/allknowingroger/CalmExperiment-7B-slerp
🔶,yam-peleg/Experiment26-7B,76.67,73.12,89.12,64.3,78.04,85,70.43,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,78,TRUE,bbaef291e93a7f6c9f8cb76a4dbd8c3c054d3f3c,TRUE,TRUE,2024-03-01T19:28:28Z,yam-peleg/Experiment26-7B,https://huggingface.co/yam-peleg/Experiment26-7B
💬,MSL7/INEX12-7b,76.66,72.95,89.14,64.4,78.04,85.24,70.2,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,FALSE,apache-2.0,7,2,TRUE,7c78dddda4c5b72bf5c6e0efb64f52772ff1ae84,TRUE,TRUE,2024-03-03T13:47:18Z,MSL7/INEX12-7b,https://huggingface.co/MSL7/INEX12-7b
🤝,Syed-Hasan-8503/Versatile-7B,76.66,72.78,89.19,64.35,77.99,84.93,70.74,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,1a2aa8bc3e2530340ac0cd904b4c099858b0a6ac,TRUE,TRUE,2024-05-01T14:38:14Z,Syed-Hasan-8503/Versatile-7B,https://huggingface.co/Syed-Hasan-8503/Versatile-7B
🤝,cloudyu/Mixtral_34Bx2_MoE_60B,76.66,71.33,85.25,77.34,66.59,84.85,74.6,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,TRUE,other,60,111,TRUE,f49d7cf0a7b99b15bc98b0ef4a681e7f0f4aa92c,FALSE,FALSE,2024-01-05T13:18:36Z,cloudyu/Mixtral_34Bx2_MoE_60B,https://huggingface.co/cloudyu/Mixtral_34Bx2_MoE_60B
🤝,allknowingroger/limyClown-7B-slerp,76.66,72.87,89.12,64.41,78.04,85,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,732a1ed0c2c7007297ad9d9797793073825f65ca,TRUE,TRUE,2024-04-10T19:11:46Z,allknowingroger/limyClown-7B-slerp,https://huggingface.co/allknowingroger/limyClown-7B-slerp
🤝,shyamieee/Padma-SLM-7b-v3.0,76.66,73.04,89.19,64.46,78.04,85.32,69.9,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,b54852145308ec18fbcb275257cc038e0fd54075,TRUE,TRUE,2024-05-23T08:16:21Z,shyamieee/Padma-SLM-7b-v3.0,https://huggingface.co/shyamieee/Padma-SLM-7b-v3.0
🤝,allknowingroger/PercivalMelodias-7B-slerp,76.66,72.7,89.11,64.44,77.96,85,70.74,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,18b76c95726b7c19088a33cccee0b8cebc937aa7,TRUE,TRUE,2024-04-10T18:51:41Z,allknowingroger/PercivalMelodias-7B-slerp,https://huggingface.co/allknowingroger/PercivalMelodias-7B-slerp
🔶,Muhammad2003/Myriad-7B-Slerp,76.66,73.21,89.13,64.32,78,85,70.28,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,FALSE,cc-by-nc-4.0,7,0,TRUE,2b753372ef93262fd7f609eeed6df1684034fc60,TRUE,TRUE,2024-04-05T17:30:38Z,Muhammad2003/Myriad-7B-Slerp,https://huggingface.co/Muhammad2003/Myriad-7B-Slerp
🤝,automerger/Experiment26Yamshadow-7B,76.66,72.78,89.05,64.56,78.12,84.93,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,a0dfb3964cc2ba8dc398f9a7d1386bead4299697,TRUE,TRUE,2024-04-05T22:40:08Z,automerger/Experiment26Yamshadow-7B,https://huggingface.co/automerger/Experiment26Yamshadow-7B
🤝,shyamieee/J4RVIZ-v5.0,76.65,73.04,89.13,64.4,77.84,85,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,120bad921a8f02e84932afb4190ce5b5db0e10d1,TRUE,TRUE,2024-05-06T09:53:16Z,shyamieee/J4RVIZ-v5.0,https://huggingface.co/shyamieee/J4RVIZ-v5.0
🔶,rwitz/experiment26-truthy-iter-0,76.65,73.29,89.11,64.35,77.86,84.93,70.36,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,mit,7,0,TRUE,cd8bfad664fb7f9b017388d974dd3265f8c40396,TRUE,TRUE,2024-03-12T04:44:22Z,rwitz/experiment26-truthy-iter-0,https://huggingface.co/rwitz/experiment26-truthy-iter-0
🟩,NExtNewChattingAI/Mutliverse_model_official,76.64,72.87,89.13,64.42,77.93,85.08,70.43,🟩 continuously pretrained,MistralForCausalLM,Original,bfloat16,TRUE,"",7,0,FALSE,4b8f0409e2844641fe9bd6d45385f4e71e0ee940,TRUE,TRUE,2024-03-09T23:20:56Z,NExtNewChattingAI/Mutliverse_model_official,https://huggingface.co/NExtNewChattingAI/Mutliverse_model_official
🤝,Eurdem/megatron_2.1_MoE_2x7B,76.64,72.95,88.94,64.56,78.2,84.53,70.66,🤝 base merges and moerges,MixtralForCausalLM,Original,bfloat16,FALSE,apache-2.0,12,1,TRUE,3104c1f36336085fdf0ad44e62695b0215c5e5b9,TRUE,FALSE,2024-02-21T16:09:17Z,Eurdem/megatron_2.1_MoE_2x7B,https://huggingface.co/Eurdem/megatron_2.1_MoE_2x7B
🤝,allknowingroger/Experimentmultiverse-7B-slerp,76.64,73.04,89.11,64.35,78.2,84.93,70.2,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,b4662683ca8e1b07ff6a92478614b51f7e049a55,TRUE,TRUE,2024-04-10T18:50:43Z,allknowingroger/Experimentmultiverse-7B-slerp,https://huggingface.co/allknowingroger/Experimentmultiverse-7B-slerp
🔶,CorticalStack/shadow-clown-7B-slerp,76.64,73.38,89.05,64.32,77.95,84.85,70.28,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,0,TRUE,432ca89337ce47e2dd4703fffe1703f57d2b67d3,TRUE,TRUE,2024-03-13T09:42:44Z,CorticalStack/shadow-clown-7B-slerp,https://huggingface.co/CorticalStack/shadow-clown-7B-slerp
